Czesotl_rad_s,Amplituda,Faza_deg
0.1,0.0747693043041189,-5.56686545644853
0.102828776220852,0.0747660875819581,-5.7242987478963
0.120066502790832,0.074744557241793,-6.68357358855938
0.140193879789629,0.0747152332800235,-7.80346849485427
0.163695314460095,0.0746753092792145,-9.11079861861828
0.19113641776944,0.0746209808322279,-10.6368100417702
0.223177617015054,0.0745471013452282,-12.4178858551625
0.260590050382758,0.074446728208723,-14.4963504129753
0.304274125993145,0.0743105321529051,-16.921378049798
0.355281192098107,0.0741260426829888,-19.750009627389
0.414838839965959,0.0738767098028384,-23.048276839236
0.48438044842177,0.0735407836448304,-26.8924327172991
0.565579681093816,0.0730900594001031,-31.3702944005897
0.660390766614198,0.0724886172078458,-36.5827387130223
0.771095531200577,0.0716918107095746,-42.645492913627
0.900358315556008,0.0706458945016716,-49.6916176847077
1,0.0697648306528741,-55.0994747754826
1.05129009777647,0.0692886935348686,-57.8756534003881
1.22752336551736,0.0675512000576444,-67.3815765925406
1.43329953937363,0.0653579390381663,-78.4388295161138
1.67357105149915,0.0626183071507905,-91.3535336318182
1.95412053619997,0.0591888422892725,-106.561829154171
2.28170000107126,0.0547703860337129,-124.689765631411
2.66419332812122,0.0487400436372214,-146.49127729589
3.11080601580975,0.0402499093281977,-172.247284139353
3.63228672853949,0.0294819428768124,-200.367508839482
4.24118598564874,0.0189152354455305,-227.226246078468
4.9521582157959,0.0110387637525016,-250.036645872952
5.78231444630308,0.00613892211191141,-268.415873390774
6.75163411566236,0.00334532787957601,-283.157049674818
7.88344592033045,0.00180859315264498,-295.131591084376
9.20498926839105,0.000974828972081015,-304.999133359123
10,0.000700206290744718,-309.57627827027
10.7480698526366,0.000524825193595169,-313.223879129979
12.5498251208007,0.00028242854448587,-320.135824992196
14.6536180655771,0.000151959588926906,-325.977670423508
17.1100808453424,8.17558068544189e-05,-330.934469080912
19.9783333524889,4.39842990815099e-05,-335.151709133945
23.3274060567527,2.36631297496698e-05,-338.746508778436
27.2379013672244,1.27304820071509e-05,-341.814804871776
31.8039334971787,6.84883560959978e-06,-344.436176528591
37.1353935186101,3.6845826716667e-06,-346.677229201284
43.3605941197293,1.9822558908788e-06,-348.594067990889
50.6293577170169,1.06642680956852e-06,-350.234170119442
59.1166222436821,5.73723120559665e-07,-351.63784417656
69.0266513953343,3.08655219803645e-07,-352.839393818602
80.5979506611988,1.6605229605723e-07,-353.868062513455
94.109007455403,8.93338671474377e-08,-354.74881106272
100,7.00714192933e-08,-355.058275879862
