Czesotl_rad_s,Re,Im
0.1,0.0445748887861346,-0.00350421577041402
0.113794002161769,0.0445317260261795,-0.00398620758973901
0.129552351735033,0.0444756228595379,-0.00453618098269273
0.14749293918161,0.0444029425963545,-0.00516134512637991
0.167917963796774,0.0443088014197858,-0.00587165190831518
0.1911714738489,0.0441868864009737,-0.00667821308148943
0.217645161882691,0.0440290439202226,-0.0075933577932491
0.247784962563939,0.0438247540646407,-0.00863064971320035
0.28209856420289,0.0435604625189736,-0.00980483576313243
0.321163960483667,0.043218736550772,-0.0111316844630022
0.365639186448926,0.0427772076260115,-0.0126276516562283
0.416273402737015,0.0422072616939449,-0.0143092823657597
0.473919514779519,0.0414724423511572,-0.0161922164971216
0.539548539522589,0.0405265472839483,-0.0182896089952112
0.614265961671556,0.0393114334716775,-0.0206096972230976
0.699330354970749,0.037754615794939,-0.0231521450499757
0.796174582183691,0.0357668687390672,-0.0259026605885004
0.906429930875643,0.0332402542209195,-0.0288252205150449
1,0.0308904445824202,-0.0311130465537459
1.03195359155244,0.0300473481864637,-0.0318510356316693
1.17485994100969,0.0260430031062475,-0.0348631431173735
1.33755615784313,0.0210709319022568,-0.037675140555385
1.52278277004367,0.0149792217668095,-0.0400018947798301
1.73365981767909,0.00765318036304688,-0.0414188461809961
1.87171342133728,0.00273410930347925,-0.041586972750303
2.04264295130399,-0.00336657684802995,-0.0409159500740796
2.19976905408645,-0.00885661011568282,-0.0394084318205565
2.34519726756277,-0.0137067421862656,-0.0372370048896179
2.48081732235369,-0.0179072730962824,-0.0345447374636139
2.6082979343807,-0.0214592514084147,-0.0314527869234946
2.72910571403678,-0.0243703449722276,-0.028066621672144
2.844533896012,-0.0266532604530327,-0.0244804933266092
2.95573363987539,-0.0283254240479084,-0.0207803571263072
2.95843635047827,-0.0283591840118604,-0.0206881937463573
3.06374462609433,-0.0294091925030606,-0.0170455834740139
3.16952381153016,-0.0299321995833648,-0.0133497891731111
3.27397232636697,-0.0299276352453633,-0.00976105637254284
3.37796107869793,-0.0294343610544996,-0.00634174398265177
3.48235596487399,-0.0284968229295017,-0.0031480437729523
3.58804382650493,-0.0271647528991207,-0.000229393300502333
3.69596055113734,-0.0254926674811424,0.00237217168506665
3.80712306094365,-0.0235391782227572,0.00462266426074109
3.92266745081522,-0.0213661334056041,0.00649674751999695
4.04389632601358,-0.0190376106968529,0.00797825648386688
4.17233960273624,-0.0166187794263185,0.00906061612267626
4.30983491774705,-0.0141746484520442,0.00974713730105749
4.45863675425761,-0.0117687112062388,0.0100511765048417
4.62156813160584,-0.00946149332266757,0.0099961463410006
4.80223646296314,-0.00730900013175008,0.00961536073309507
5.00534820813443,-0.00536105157832496,0.00895168910801506
5.23717947075967,-0.00365948221388986,0.00805697380204136
5.50629998931292,-0.00223617792982542,0.00699112852129298
5.82472297085679,-0.00111092874313679,0.00582077511289969
6.20979932879199,-0.0002891189398075,0.00461718339612713
6.68747535483037,0.00024060782025812,0.00345315493750094
7.29819225520307,0.000508313211304759,0.00239836832111753
8.22006085459585,0.00055901110448871,0.00142275514503811
9.35838616172482,0.000459997557854317,0.000787019987536873
10,0.000394540883582399,0.00057771826593542
10.6543483194527,0.000333625738120646,0.000428572029226329
12.1297770951679,0.000226517443997515,0.00023088545181027
13.8095252724022,0.000147817740611798,0.000123442654437183
15.7218872822557,9.40064188746875e-05,6.56351955579061e-05
17.8990758074738,5.87405956213846e-05,3.47567776260548e-05
20.3777643873127,3.62504743842013e-05,1.834938108734e-05
23.1997051630698,2.21707353612783e-05,9.66515118603082e-06
26.4124321698642,1.34701588471604e-05,5.08208813293113e-06
30.0700620212264,8.14379969157639e-06,2.66871429314912e-06
34.2342054735905,4.90542163074577e-06,1.39998668298695e-06
38.9750052254869,2.94654273466161e-06,7.33855195411832e-07
44.3723174325918,1.76615225213852e-06,3.84449801348915e-07
50.5170568406022,1.05691857363065e-06,2.01312791485116e-07
57.5127281939571,6.31710828819812e-07,1.05378309109723e-07
65.4771697161398,3.77210748496263e-07,5.51460254836096e-08
74.544538029525,2.25078697811114e-07,2.88527512017337e-08
84.8675679496506,1.34227781412969e-07,1.50935338776715e-08
96.6201452189005,8.00136502299887e-08,7.89480172011522e-09
100,6.97549546426629e-08,6.64844413803794e-09
