Czesotl_rad_s,Amplituda,Faza_deg
0.01,0.57295521681899,-0.835123997327373
0.0364627365422044,0.572923515385439,-3.04519784479263
0.0425508550807005,0.572911112311921,-3.55369810130125
0.0496554959884346,0.572894221491605,-4.14713061130114
0.0579463862049573,0.572871219079138,-4.83969338906867
0.0676215916762998,0.57283989360168,-5.64796511957812
0.0789122490686921,0.572797233263581,-6.59130860353677
0.0920880875281409,0.572739136222278,-7.69234509951908
0.1,0.572699946516791,-8.35361123416884
0.107463872398424,0.572660015900415,-8.97751351840185
0.125406924835263,0.572552263230372,-10.4777320449303
0.146345896957161,0.572405513813966,-12.229184795704
0.17078101216763,0.572205648882457,-14.2742633486138
0.19929601528588,0.571933432562301,-16.6627037000986
0.232572117969669,0.571562651026435,-19.4529756841458
0.271404272580708,0.57105756593465,-22.7140081833287
0.316720163268537,0.570369413346127,-26.5273771823167
0.369602367962056,0.569431540877526,-30.990159721828
0.431314220709514,0.568152497727876,-36.2187953624016
0.503329992207607,0.566405721503373,-42.3545613654183
0.587370109520069,0.564012602199467,-49.5717928954614
0.68544225637028,0.560710101094342,-58.0910399359448
0.799889335876952,0.556076802613955,-68.2014336573216
0.933445441542832,0.54933863039723,-80.3000525707588
1,0.545274915017586,-86.4794565570492
1.08930117362026,0.538826336700067,-94.9586502632244
1.27117986123458,0.52052498924209,-113.009435182679
1.48342651118055,0.485083410809948,-135.506021924892
1.73111160834163,0.416880129816185,-162.966983885958
2.02015224748159,0.311478632597511,-193.376686430258
2.35745349019664,0.199932464469294,-222.05349779855
2.75107332398767,0.116174502825931,-245.882628434686
3.21041516425644,0.0645035762669634,-264.843332877351
3.74645249801924,0.0351880655819024,-280.012052859862
4.37199103598349,0.019068649170975,-292.359572622781
5.10197463569222,0.0103064471010793,-302.566678514579
5.95384230411426,0.00556434500546083,-311.098770846287
6.94794480832441,0.0030025585234952,-318.285083661581
8.10803084693116,0.00161975952151151,-324.369124487133
9.46181439668652,0.000873659707587499,-329.538140219499
10,0.000700285118688846,-331.196752018841
11.0416367879544,0.000471186653749053,-333.940492209484
12.8852393257474,0.000254107327890232,-337.696335363454
15.0366649139296,0.000137032534172618,-340.904524474061
17.5473102220152,7.38955042034195e-05,-343.647311541511
20.477153530395,3.98477512488338e-05,-345.993689536127
23.8961875867043,2.14873850254389e-05,-348.00186759241
27.8860917036814,1.158667904289e-05,-349.721163753978
32.5421830442443,6.24785956312316e-06,-351.193490923214
37.9756937091797,3.36900203264356e-06,-352.454548078582
44.316428026131,1.81664319733974e-06,-353.534790930566
51.7158635214215,9.79572980435533e-07,-354.460232861526
60.3507696556517,5.28205694322327e-07,-355.253112185371
70.4274307731683,2.84818842335045e-07,-355.93245207535
82.1865741499275,1.53579724390021e-07,-356.514532981581
95.9091208687813,8.28130358231963e-08,-357.013292832269
100,7.00710389381349e-08,-357.135488999894
