Czesotl_rad_s,Amplituda,Faza_deg
0.01,9.99950003647865,-1.79418394033153
0.0170484243035058,9.99854706425351,-3.05880171911575
0.0199303835832529,9.99801447448028,-3.57587890631155
0.0232995250883047,9.99728673529589,-4.18036600772537
0.0272382047777897,9.99629240786009,-4.88703950733245
0.0318427005144932,9.99493395962423,-5.71317395524753
0.0372255654999148,9.99307828367132,-6.6789643899913
0.0435183795469146,9.99054381698581,-7.80802029181468
0.0508749654425975,9.98708307525906,-9.12794328172594
0.0594751490228453,9.98235904350684,-10.6710029780931
0.0695291548704993,9.97591339120008,-12.474928141543
0.0812827450865057,9.96712392196622,-14.5838337435326
0.09502322674716,9.95514805604306,-17.0493094045094
0.1,9.95036166904038,-17.9423238415421
0.111086474894919,9.93884857405551,-19.9317018420245
0.12986514273415,9.91669752539177,-23.3016358597363
0.151818259723466,9.88665448354905,-27.2418400630747
0.177482452182304,9.84601672389185,-31.8493861569379
0.207485060690463,9.79124174374161,-37.238539451617
0.24255947492491,9.71774553487666,-43.5446086734334
0.283563060781621,9.61967505722027,-50.9295956633295
0.33149811799656,9.48960964020557,-59.591325324874
0.387536380558011,9.31796526524176,-69.779512360997
0.453047658803187,9.09128110109404,-81.8253053860794
0.529633323332141,8.78690610990799,-96.1937706547174
0.619165449226409,8.35804223107915,-113.558439202945
0.723832577421353,7.70160218849612,-134.81173064068
0.846193211832228,6.63817270200875,-160.611005393419
0.989238359928257,5.07348736742992,-189.839320878039
1,4.95232142633042,-191.901665661027
1.15646464550884,3.34478129874297,-218.618503323716
1.35195978086504,1.97059314143536,-243.302073764163
1.58050248762461,1.09603477347476,-263.116930581555
1.84767930876558,0.595373390291456,-278.910020240316
2.16002116717409,0.320535975209579,-291.676836212338
2.52516300881089,0.17199481028563,-302.162546681659
2.95203043283553,0.092172372184186,-310.882096283032
3.45105787071182,0.0493703400005872,-318.196460571849
4.03444364750746,0.0264386071642945,-324.368742344972
4.71644816015676,0.0141569146186799,-329.598452469327
5.51374246141455,0.00758014270755024,-334.041900228791
6.44581577035618,0.00405858251787777,-337.824609304927
7.53545187069059,0.00217302271632697,-341.049206573218
8.80928604206083,0.00116345489831023,-343.800682185056
10,0.000700678728603719,-345.735527823506
10.2984561380704,0.00062291920480527,-346.150065846384
12.0393637261152,0.000333512189251254,-348.157107025812
14.074563894473,0.000178562457008286,-349.872300326599
16.4538054772701,9.56021108696647e-05,-351.338461450251
19.2352471247907,5.11851527621124e-05,-352.591982213662
22.4868789449889,2.74043774356877e-05,-353.663848089287
26.2881844670913,1.46722071606163e-05,-354.58047458378
30.7320835526542,7.8554424084786e-06,-355.364401848737
35.9272037469775,4.20577098349121e-06,-356.034876028996
42.0005355922365,2.25175131864244e-06,-356.608338620759
49.1005368093287,1.20557743244813e-06,-357.098840151593
100,7.00713935322198e-08,-358.57557884091
