Czas_s,Pozycja_X_m,Pozycja_Y_m,Kat_Alpha_rad,Kat_Beta_rad,Sterowanie_Ux,Sterowanie_Uy
0,0.12,0.12,0.0349065850398866,-0.0349065850398866,-0.770896704126484,0.352017683647842
0.01,0.1205,0.1195,0.0349065850398866,-0.0349065850398866,-0.739452697748151,0.341514456240516
0.02,0.121024459542803,0.118975540457197,0.0348294953694739,-0.0348713832715218,-0.708664297274063,0.331141067446803
0.03,0.121573378628409,0.118426621371591,0.0346784604292865,-0.034802030057533,-0.678524104051372,0.32089781808088
0.04,0.122146703238984,0.117853267409564,0.0344565590593716,-0.0346995627367995,-0.649024739917955,0.31078497656663
0.05,0.122744327542189,0.117255527167904,0.0341668052790516,-0.0345650056342579,-0.620158847541362,0.300802779152741
0.06,0.123366096048564,0.116633472446926,0.0338121490247398,-0.0343993700340596,-0.591919090767055,0.290951430136107
0.07,0.124011805723494,0.115987197532715,0.0333954768856739,-0.034203654155946,-0.564298154975547,0.281231102093387
0.08,0.124681208054277,0.115316818488501,0.0329196128375312,-0.0339788431348189,-0.537288747448138,0.271641936120581
0.09,0.125374011072792,0.114622472455196,0.032387318973891,-0.0337259090034824,-0.510883597740867,0.262184042080465
0.1,0.126089881334302,0.113904316961095,0.031801296235506,-0.0334458106785338,-0.485075458066328,0.252857498857753
0.11,0.126828445852894,0.113162529240757,0.0311641851373469,-0.0331394939493772,-0.45985710368302,0.243662354621807
0.12,0.127589293994062,0.112397305563078,0.0304785664933812,-0.0328078914703349,-0.435221333291848,0.234598627096764
0.13,0.128371979324958,0.111608860568568,0.0297469621390471,-0.0324519227558303,-0.411160969439429,0.225666303838902
0.14,0.129176021422804,0.110797426615821,0.0289718356513839,-0.0320724941786161,-0.387668858927847,0.216865342521101
0.15,0.130000907641978,0.109963253137199,0.0281555930667768,-0.031670498971018,-0.364737873230496,0.208195671224219
0.16,0.130846094840276,0.109106606003728,0.0273005835962768,-0.0312468172291678,-0.342360908913653,0.199657188735239
0.17,0.131711011064858,0.108227766899193,0.0264091003384538,-0.0308023159201951,-0.320530888063416,0.191249764851998
0.18,0.132595057198375,0.107327032703442,0.0254833809897394,-0.0303378488923489,-0.29924075871767,0.18297324069435
0.19,0.133497608565772,0.106404714884892,0.0245256085522187,-0.0298542568880176,-0.278483495302692,0.174827429021585
0.2,0.134418016502277,0.105461138902226,0.0235379120388263,-0.0293523675596168,-0.258252099074068,0.166812114555927
0.21,0.13535560988306,0.104496643615269,0.0225223671759035,-0.0288329954883138,-0.23853959856155,0.158927054311954
0.22,0.136309696615064,0.103511580705043,0.0214809971030734,-0.0282969422055552,-0.219339050017502,0.151171977931755
0.23,0.137279565091497,0.102506314102979,0.0204157730703871,-0.0277449962173655,-0.200643537868592,0.14354658802565
0.24,0.138264485609472,0.101481219429269,0.019328615132699,-0.0271779330313825,-0.182446175170363,0.13605056051831
0.25,0.13926371175129,0.100436683440353,0.0182213928412241,-0.026596515186597,-0.164740104064358,0.128683545000083
0.26,0.140276481729855,0.0993731034855057,0.0170959259322322,-0.0260014922857597,-0.147518496237424,0.121445165083365
0.27,0.14130201969869,0.0982908869725167,0.0159539850128338,-0.0253936010304224,-0.130774553382884,0.114335018763835
0.28,0.142339537027053,0.0971904508424332,0.0147972922438117,-0.0247735652585767,-0.114501507663212,0.107352678786367
0.29,0.143388233540628,0.0960722210533419,0.0136275220194513,-0.0241420959848547,-0.0986926221738845,0.100497693015459
0.3,0.144447298728269,0.0949366320731659,0.0124463016443245,-0.023499891443254,-0.0833411914080768,0.0937695848099863
