Czas_s,Pozycja_X_m,Pozycja_Y_m,Kat_Alpha_rad,Kat_Beta_rad,Sterowanie_Ux,Sterowanie_Uy
0,0.12,0.12,0.0349065850398866,-0.0349065850398866,-5.13393842414094,-0.232624721858604
0.01,0.1205,0.1195,0.0349065850398866,-0.0349065850398866,-4.70027587488716,-0.156437844707375
0.02,0.121024459542803,0.118975540457197,0.0343931911974725,-0.0349298475120725,-4.28521671112142,-0.0858934942586265
0.03,0.121573378628409,0.118426621371591,0.0334097697675697,-0.0349687537687291,-3.88831740693692,-0.0207704570409086
0.04,0.122146397514418,0.117853226442836,0.0319978266665547,-0.0350162493748115,-3.50913797056959,0.0391479001857005
0.05,0.122742827103386,0.117255328408761,0.0301970518248461,-0.0350658220265981,-3.14724200084692,0.0940736425408939
0.06,0.123361678026611,0.116632893988517,0.0280453631860805,-0.035111479888366,-2.80219674771028,0.144214280282416
0.07,0.124001688455436,0.115985888445839,0.0255789503472302,-0.0351477303858799,-2.47357317642986,0.189772783264115
0.08,0.124661350670893,0.11531427978761,0.0228323178336089,-0.0351695594553656,-2.16094603513652,0.230947596642112
0.09,0.125338936422273,0.11461804261259,0.0198383280023446,-0.0351724112465248,-1.863893925301,0.267932657872899
0.1,0.126032521104934,0.113897161624837,0.0166282435675666,-0.0351521682780199,-1.58199937479742,0.300917415042802
0.11,0.126740006787432,0.11315163482606,0.0132317697402585,-0.0351051320437276,-1.31484891319506,0.330086846563831
0.12,0.127459144117743,0.112381476400798,0.00967709597547074,-0.0350280040679311,-1.06203314893008,0.355621482266599
0.13,0.128187553138137,0.11158671930801,0.00599093731936343,-0.0349178674074781,-0.823146848016698,0.377697425916769
0.14,0.128922743037925,0.110767417592372,0.00219857534836311,-0.0347721685987985,-0.597789013966058,0.39648637917724
0.15,0.129662130873077,0.109923648428215,-0.00167610130743888,-0.0345887000475273,-0.385562968589597,0.412155667034203
0.16,0.130403059281385,0.109055513908775,-0.00561055686463747,-0.0343655828583383,-0.18607643337308,0.42486826470114
0.17,0.131142813221561,0.108163142593088,-0.00958356871869503,-0.0341012501024459,0.00105838888310572,0.434782826010907
0.18,0.131878635764393,0.107246690822555,-0.0135751882160899,-0.0337944305200834,0.176224732452011,0.442053713302174
0.19,0.132607742963714,0.106306343818914,-0.0175667018745964,-0.0334441326551198,0.339801187381159,0.446831028802755
0.2,0.133327337834722,0.105342316575031,-0.0215405930598578,-0.0330496294188259,0.492161618780867,0.449260647508696
0.21,0.134034623466773,0.104354854549622,-0.025480504126381,-0.0326104430796518,0.633675086963857,0.449484251554457
0.22,0.134726815297544,0.103344234176743,-0.0293711990310262,-0.0321263306757268,0.764705768689448,0.447639366066092
0.23,0.135401152575067,0.102310763200534,-0.0331985264269749,-0.0315972698466464,0.885612879755026,0.443859396485988
0.24,0.13605490903384,0.101254780845473,-0.0369493832460547,-0.0310234450809594,0.996750599166591,0.438273667354571
0.25,0.136685402810881,0.100176657832041,-0.0406116787771591,-0.0304052343756238,1.09846799510934,0.43100746253125
0.26,0.137290005627233,0.0990767962474483,-0.0441742992483467,-0.0297431963035527,1.19110895292831,0.422182066833941
0.27,0.137866151260099,0.0979556292807683,-0.0476270729200234,-0.0290380574852285,1.27501210531802,0.411914809073687
0.28,0.13841134333042,0.0968136208315357,-0.0509607356964073,-0.0282907004602209,1.35051076490935,0.400319106458136
0.29,0.13892316243036,0.0956512650005937,-0.0541668972622594,-0.0275021519543059,1.41793285943047,0.387504510335093
0.3,0.139399272614787,0.0944690854716865,-0.0572380077516206,-0.0266735715377451,1.47760086960826,0.373576753244892
0.31,0.139837427280489,0.0932676347920169,-0.0601673249550387,-0.0258062406701508,1.52983176996532,0.358637797247992
0.32,0.140235474456474,0.0920474935597198,-0.0629488820714959,-0.024901552127232,1.57493697265709,0.342785883492005
0.33,0.140591361528329,0.0908092695259246,-0.0655774560109567,-0.0239609998045885,1.61322227448293,0.326115582980296
0.34,0.140903139419248,0.0895535966188174,-0.0680485362531517,-0.0229861688935957,1.64498780719423,0.308717848502348
0.35,0.141168966249918,0.0882811338968471,-0.0703582942678985,-0.0219787264243049,1.67052799121227,0.290680067684244
0.36,0.141387110499114,0.0869925644379592,-0.0725035535019258,-0.0209404121701638,1.6901314928583,0.272086117115959
0.37,0.141555953686398,0.085688594171484,-0.0744817599368319,-0.0198730299092543,1.70408118518779,0.253016417510561
0.38,0.141673992597979,0.0843699506590524,-0.0762909532224522,-0.0187784390366333,1.71265411251112,0.233547989848997
0.39,0.141739841076346,0.083037381830663,-0.0779297383895537,-0.0176585465222611,1.71612145867307,0.213754512462819
0.4,0.14175223139392,0.0816916546817772,-0.079397258145404,-0.0165152992089041,1.71474851915358,0.19370637900599
0.41,0.141710015230522,0.0803335539370783,-0.0806931657553871,-0.0153506764443008,1.70879467704305,0.173470757265874
0.42,0.141612164274095,0.0789638806862908,-0.0818175985134548,-0.0141666830417969,1.69851338293616,0.153111648762529
