Czas_s,Pozycja_X_m,Pozycja_Y_m,Kat_Alpha_rad,Kat_Beta_rad
1.93,0.00159526169681061,-0.00689560838819346,0.00273317741988282,0.00152838826747988
1.94,0.00145620992052957,-0.0066078285159918,0.00294138107257591,0.000871368290415759
1.95,0.00131907332071204,-0.006318977680297,0.00313830817780263,0.000234816195667958
1.96,0.0011839977886318,-0.00602951626439298,0.00332406646426895,-0.000381082105345119
1.97,0.00105112131392471,-0.00573989030942615,0.0034987743859508,-0.000976172268001997
1.98,0.000920574060075801,-0.00545053138413456,0.00366256067735963,-0.00155033083995968
1.99,0.000792478447421619,-0.00516185647669648,0.00381556390713767,-0.00210346456333751
2,0.000666949243356357,-0.00487426790822554,0.00395793203065942,-0.00263550965526869
2.01,0.000544093659428884,-0.00458815326742362,0.00408982194229684,-0.0031464310684649
2.02,0.000424011455017179,-0.00430388536588729,0.00421139902798665,-0.0036362217334183
2.03,0.000306795047266469,-0.00402182221354965,0.00432283671871836,-0.00410490178384179
2.04,0.000192529626977513,-0.00374230701372664,0.00442431604554217,-0.00455251776692406
2.05,8.12932801321733e-05,-0.00346566817722502,0.0045160251966754,-0.00497914183994966
2.06,-2.68428852555402e-05,-0.00319221935495865,0.00459815907726631,-0.00538487095480707
2.07,-0.000131814607273298,-0.00292225948851014,0.00467091887235331,-0.00576982603187875
2.08,-0.000233564333537628,-0.00265607287806638,0.00473451161353722,-0.00613415112477736
2.09,-0.000332041080220687,-0.00239392926714925,0.0047891497498635,-0.00647801257736119
2.1,-0.000427200286980261,-0.00213608394355598,0.00483505072339066,-0.00680159817442945
2.11,-0.000519003668093681,-0.00188277785591871,0.00487243654990009,-0.00710511628746528
2.12,-0.000607419060093068,-0.00163423774528794,0.00490153340518205,-0.00738879501675988
2.13,-0.000692420266195703,-0.00139067629114146,0.00492257121731148,-0.0076528813312165
2.14,-0.000773986897819421,-0.00115229227121744,0.00493578326530676,-0.00789764020709735
2.15,-0.000852104213468723,-0.000919270734569086,0.00494140578454375,-0.00812335376694005
2.16,-0.000926762955272835,-0.000691783187237271,0.00493967757927702,-0.00833032041983326
2.17,-0.000997959183452207,-0.000469987789937863,0.00493083964259968,-0.00851885400420396
2.18,-0.00106569410898496,-0.000254029567161209,0.0049151347841528,-0.0086892829342303
2.19,-0.00112997392473957,-4.40406270832151e-05,0.00489280726587575,-0.0088419493509562
2.2,-0.00119080963533472,0.00015985960831015,0.00486410244606833,-0.00897720827914471
2.21,-0.00124821688598142,0.000357564163479738,0.00482926643201629,-0.00909542679086838
2.22,-0.00130221579055698,0.000548978260562297,0.00478854574141227,-0.0091969831767955
2.23,-0.00135283075915411,0.000734019062157826,0.00474218697278502,-0.00928226612609213
2.24,-0.00140009032534243,0.000912615406255901,0.0046904364851308,-0.0093516739158198
2.25,-0.0014440269733734,0.00108470753387562,0.00463354008692248,-0.00940561361066978
2.26,-0.001484676965553,0.00125024680998718,0.00457174273465325,-0.00944450027383513
2.27,-0.00152208017000026,0.00140919543827584,0.00450528824105429,-0.00946875618978254
2.28,-0.00155627988900274,0.00156152617030119,0.00443441899310781,-0.00947881009964633
2.29,-0.00158732268817345,0.00170722200959641,0.0043593756799598,-0.00947509644992851
2.3,-0.00161525822660685,0.00184627591124324,0.00428039703081995,-0.0094580546551494
2.31,-0.00164013908822451,0.00197869047744909,0.00419771956291978,-0.00942812837505505
2.32,-0.00166202061449414,0.002104477649643,0.00411157733958365,-0.00938576480694943
2.33,-0.00168096073869861,0.00222365839759696,0.00402220173845203,-0.00933141399368129
2.34,-0.00169701982192442,0.00233626240606834,0.00392982122988094,-0.00926552814777845
2.35,-0.00171026049093207,0.00244232775944844,0.00383466116552658,-0.00918856099218476
2.36,-0.00172074747806364,0.00254190062489069,0.00373694357710988,-0.00910096711801904
2.37,-0.00172854746333565,0.00263503493438057,0.00363688698534175,-0.00900320135973863
2.38,-0.00173372891885827,0.00272179206619703,0.00353470621897618,-0.0088957181880552
2.39,-0.00173636195571473,0.00280224052620357,0.00343061224394534,-0.00877897112091532
2.4,-0.00173651817342775,0.00287645562939404,0.00332481200251829,-0.00865341215282413
2.41,-0.0017342705121327,0.00294451918210622,0.00321750826241255,-0.0085194912027566
2.42,-0.00172969310757016,0.00300651916530273,0.00310889947577637,-0.00837765558086829
2.43,-0.00172286114900375,0.00306254941930646,0.00299917964794798,-0.00822834947418494
2.44,-0.00171385074016181,0.00311270933036388,0.00288853821588779,-0.00807201345141864
2.45,-0.00170273876329514,0.00315710351939689,0.0027771599361687,-0.00790908398702793
2.46,-0.00168960274643575,0.00319584153329002,0.00266522478240019,-0.00773999300460858
2.47,-0.00167452073393538,0.00322903753904652,0.00255290785195258,-0.00756516743967303
2.48,-0.00165757116035535,0.00325681002113336,0.00244037928183853,-0.00738502882184775
