Czas_s,Pozycja_X_m,Pozycja_Y_m,Kat_Alpha_rad,Kat_Beta_rad,Sterowanie_Ux,Sterowanie_Uy
0,0.05,0.05,0,0,-1.66666666666666,-1.66666666666666
0.01,0.05,0.05,0,0,-1.44203279656581,-1.44203279656581
0.02,0.05,0.05,-0.000166666666666666,-0.000166666666666666,-1.23462037247723,-1.23462037247723
0.03,0.05,0.05,-0.000477536612989913,-0.000477536612989913,-1.04352828110375,-1.04352828110375
0.04,0.0499998832142857,0.0499998832142857,-0.000911868596560883,-0.000911868596560883,-0.867883837101839,-0.867883837101839
0.05,0.0499994318118448,0.0499994318118448,-0.00145055340824223,-0.00145055340824223,-0.706843026230279,-0.706843026230279
0.06,0.0499983414500515,0.0499983414500515,-0.00207602660363376,-0.00207602660363376,-0.559590636402619,-0.559590636402619
0.07,0.0499962346647629,0.0499962346647629,-0.00277218410164831,-0.00277218410164831,-0.425340286160769,-0.425340286160769
0.08,0.0499926731779756,0.0499926731779756,-0.00352430066330313,-0.00352430066330313,-0.303334359566352,-0.303334359566352
0.09,0.0499871691821856,0.0499871691821856,-0.00431895125357402,-0.00431895125357402,-0.192843856003703,-0.192843856003703
0.1,0.0499791956585737,0.0499791956585737,-0.00514393527980155,-0.00514393527980155,-0.0931681629035637,-0.0931681629035637
0.11,0.0499681957841192,0.0499681957841192,-0.00598820369162945,-0.00598820369162945,-0.00363475892943943,-0.00363475892943943
0.12,0.0499535914807293,0.0499535914807293,-0.00684178891974771,-0.00684178891974771,0.0764011452807394,0.0764011452807394
0.13,0.0499347911574669,0.0499347911574669,-0.00769573762375891,-0.00769573762375891,0.147557022156842,0.147557022156842
0.14,0.0499111966949685,0.0499111966949685,-0.00854204621324204,-0.00854204621324204,0.210423491776273,0.210423491776273
0.15,0.0498822097191782,0.0498822097191782,-0.00937359910050948,-0.00937359910050948,0.265564830132253,0.265564830132253
0.16,0.0498472372095769,0.0498472372095769,-0.0101841096385993,-0.0101841096385993,0.313519515622148,0.313519515622148
0.17,0.0498056964851774,0.0498056964851774,-0.0109680636936759,-0.0109680636936759,0.354800808651422,0.354800808651422
0.18,0.0497570196096668,0.0497570196096668,-0.0117206657971903,-0.0117206657971903,0.389897359596499,0.389897359596499
0.19,0.0497006572552395,0.0497006572552395,-0.0124377878198395,-0.0124377878198395,0.419273840701796,0.419273840701796
0.2,0.0496360820628499,0.0496360820628499,-0.0131159201065291,-0.0131159201065291,0.443371597802572,0.443371597802572
0.21,0.0495627915348524,0.0495627915348524,-0.0137521250091485,-0.0137521250091485,0.462609318066566,0.462609318066566
0.22,0.0494803104942658,0.0494803104942658,-0.0143439927519876,-0.0143439927519876,0.477383710233953,0.477383710233953
0.23,0.0493881931432265,0.0493881931432265,-0.0148895995630201,-0.0148895995630201,0.488070194107391,0.488070194107391
0.24,0.0492860247515517,0.0492860247515517,-0.0153874680030292,-0.0153874680030292,0.495023596302337,0.495023596302337
0.25,0.0491734230047544,0.0491734230047544,-0.0158365294236276,-0.0158365294236276,0.498578849512595,0.498578849512595
0.26,0.0490500390393065,0.0490500390393065,-0.0162360884845957,-0.0162360884845957,0.499051692777949,0.499051692777949
0.27,0.0489155581914553,0.0489155581914553,-0.0165857896606125,-0.0165857896606125,0.496739370459857,0.496739370459857
0.28,0.0487697004844589,0.0487697004844589,-0.0168855856673516,-0.0168855856673516,0.491921327838199,0.491921327838199
0.29,0.0486122208777074,0.0486122208777074,-0.0171357077370447,-0.0171357077370447,0.484859901437279,0.484859901437279
0.3,0.0484429092998561,0.0484429092998561,-0.017336637673954,-0.017336637673954,0.475801002373166,0.475801002373166
0.31,0.0482615904867977,0.0482615904867977,-0.0174890816207195,-0.0174890816207195,0.464974791187419,0.464974791187419
0.32,0.0480681236440548,0.0480681236440548,-0.0175939454672477,-0.0175939454672477,0.452596342794753,0.452596342794753
0.33,0.0478624019519763,0.0478624019519763,-0.0176523118346572,-0.0176523118346572,0.438866300324593,0.438866300324593
0.34,0.0476443519309668,0.0476443519309668,-0.0176654185677872,-0.0176654185677872,0.423971516779236,0.423971516779236
0.35,0.0474139326828789,0.0474139326828789,-0.0176346386708847,-0.0176346386708847,0.408085683564873,0.408085683564873
0.36,0.0471711350236375,0.0471711350236375,-0.0175614616223043,-0.0175614616223043,0.391369945076362,0.391369945076362
0.37,0.0469159805211559,0.0469159805211559,-0.0174474760053675,-0.0174474760053675,0.373973498632889,0.373973498632889
0.38,0.0466485204516376,0.0466485204516376,-0.017294353393923,-0.017294353393923,0.356034179169751,0.356034179169751
