Czesotl_rad_s,Re,Im
0.1,0.0298834356123762,-0.00248402796627447
0.111557979089708,0.0298549631456495,-0.00277007220053563
0.12696033714902,0.029812206822336,-0.00315071425963177
0.144489236364089,0.029756868159498,-0.00358305282913763
0.164438279654007,0.0296852593770429,-0.00407382006615782
0.187141606503015,0.0295926219803248,-0.00463048632448018
0.212979489679767,0.029472822786578,-0.00526127219023736
0.242384704672947,0.0293179683794514,-0.00597512028847935
0.275849778529039,0.0291179193987546,-0.00678160209921505
0.313935239507763,0.0288596842527854,-0.00769072308758388
0.35727900573399,0.028526671912531,-0.00871257236875851
0.406607070102788,0.0280977875481198,-0.00985673900532988
0.462745660405998,0.0275463666586653,-0.011131383601051
0.526635078358208,0.0268389694704571,-0.0125418087343715
0.599345449320958,0.0259341085192467,-0.0140883133175831
0.682094646527531,0.0247810761077348,-0.0157630452555926
0.776268690032829,0.0233192026975151,-0.0175454920859695
0.883444962063579,0.0214781548453347,-0.0193961954847063
1,0.0192865340436368,-0.0211721036097
1.00541862761786,0.0191803326058997,-0.0212483033315693
1.14423270284972,0.0163471260128917,-0.0229968171709309
1.24368703363261,0.0142053145501847,-0.0239985485690125
1.33190034741496,0.0122482055046802,-0.0247040682842704
1.41855022741704,0.010290020642514,-0.0252255567844692
1.48200344615983,0.0088429746056949,-0.0254982796274278
1.68661765582146,0.00418367838636184,-0.0257480379572539
1.75376080523668,0.0026830127140489,-0.0256234695855623
1.9148907851521,-0.000794943082043559,-0.0249262392451573
2.0724172294362,-0.00395060599376231,-0.0237380625958384
2.22697398356279,-0.00673065840769615,-0.0221448020366514
2.37924984088219,-0.00909970507006242,-0.0202326811491954
2.52997756064827,-0.0110380680164491,-0.0180858362748522
2.67992961422423,-0.0125397512030703,-0.0157845871104567
2.82991973978493,-0.0136106235503431,-0.0134041899802562
2.98080963573324,-0.0142668054909373,-0.0110139041627616
3.13352045950701,-0.0145332162828465,-0.0086762600480572
3.28904917948881,-0.0144422325515161,-0.00644646301718989
3.44849024798254,-0.0140324126118612,-0.00437189909050932
3.61306354362401,-0.0133472498417831,-0.00249172995497213
3.78415011540057,-0.0124339282516433,-0.000836578720053103
3.9633380157834,-0.0113420627072451,0.000571683856858635
4.1524815400779,-0.0101224143672008,0.00172003790904346
4.35377864982601,-0.00882557876221447,0.00260427982965004
4.56987349562065,-0.00750064993522056,0.00322883411940585
4.80399416461348,-0.00619386983251018,0.00360638890972461
5.06014071514777,-0.00494727863019093,0.00375732941874864
5.34334634009831,-0.00379739016789511,0.00370894012915114
5.6600470765507,-0.00277392876617011,0.00349434308183045
6.01861639321433,-0.001898681318828,0.00315113801945684
6.43015688624113,-0.00118454347092248,0.00271971352209269
6.90970519473138,-0.000634871663933027,0.00224121249921232
7.47812470921088,-0.000243291614997484,0.00175516910669851
8.16519108713551,5.85011823843668e-06,0.00129689832961255
9.06135648036525,0.000139994536010259,0.000877081004890262
10,0.000176352900455925,0.000590594848076198
10.3124212464402,0.000177372082404522,0.000519868746412646
11.736215454548,0.000155192545765012,0.000298843092148785
13.3565871587255,0.000117667640665433,0.000167954471843545
15.2006770171808,8.26224674689153e-05,9.28178515627077e-05
17.2993728888075,5.5331085932372e-05,5.06492765954425e-05
19.6878271939963,3.59046698098929e-05,2.73748396352508e-05
22.4060457053585,2.27927045836901e-05,1.46879804781926e-05
25.4995576303975,1.42428720060773e-05,7.83706854031277e-06
29.0201782097792,8.79811870487999e-06,4.16383184033482e-06
33.0268766044557,5.38844502175378e-06,2.20501685343681e-06
37.5867636084458,3.27905749279048e-06,1.16476686113358e-06
42.7762157311173,1.98577016140363e-06,6.14082054954823e-07
48.6821544769534,1.19814711214347e-06,3.23271448642886e-07
55.4035022502923,7.20895803751823e-07,1.69984871238564e-07
63.0528392709346,4.32815597837425e-07,8.93036742318551e-08
71.7582892533718,2.59429337621167e-07,4.6884835287143e-08
81.6656654341054,1.55305543550373e-07,2.46018157638653e-08
92.9409128922603,9.28823791428254e-08,1.29040429105704e-08
100,6.94086577509092e-08,8.95437533883004e-09
