Czesotl_rad_s,Re,Im
0,0.0025,0
1e-20,0.0025,0
1e-19,0.0025,0
1e-18,0.0025,0
1e-17,0.0025,0
1e-16,0.0025,0
1.29082575340222e-16,0.0025,0
1e-15,0.0025,-1.38777878078144e-18
1e-14,0.0025,-9.71445146547011e-18
1e-13,0.0025,-9.90874049477951e-17
1e-12,0.0025,-9.86710713135607e-16
1e-11,0.0025,-9.86710713135606e-15
1.29082575340222e-11,0.0025,-1.27364785384998e-14
1e-10,0.0025,-9.86713488693168e-14
1e-09,0.0025,-9.86711823358631e-13
1e-08,0.0025,-9.86711684580753e-12
1e-07,0.00249999999999999,-9.86711645722947e-11
1.29082575340221e-07,0.00249999999999999,-1.27367280888801e-10
1e-06,0.0024999999999998,-9.86711645722921e-10
1e-05,0.00249999999998045,-9.86711645609332e-09
0.0001,0.00249999999804498,-9.86711645419278e-08
0.000129082575340221,0.00249999999674249,-1.27367280292361e-07
0.001,0.00249999980449877,-9.86711625480446e-07
0.01,0.00249998044987356,-9.86709631195507e-06
0.0129082575340221,0.00249996742496638,-1.27366847068419e-05
0.1,0.00249804494783245,-9.86510148733192e-05
0.129082575340221,0.00249674238708531,-0.000127323934284768
0.146708730338267,0.0024957919544323,-0.000144695566657483
0.166741727152076,0.00249456421057975,-0.000164432547288204
0.189510218713993,0.00249297823326397,-0.000186854702920709
0.215387735334361,0.0024909294796643,-0.000212324047940281
0.244798812682913,0.00248828288755357,-0.000241249845549253
0.278225956542678,0.00248486395894897,-0.000274094028484944
0.316217558597218,0.00248044723485044,-0.000311376869508479
0.359396893114272,0.00247474139567988,-0.000353682699275135
0.408472342121637,0.00246736999687006,-0.000401665324696451
0.464249016825209,0.00245784655808332,-0.000456052576512583
0.527641965925302,0.0024455423498128,-0.000517649066645834
0.599691187521326,0.00242964474182215,-0.00058733569457098
0.681578690883831,0.00240910337292133,-0.000666063596260777
0.774647888002183,0.00238256065736188,-0.000754838899303942
0.880425633037465,0.00234826227361481,-0.000854692539364063
1,0.00230419619905831,-0.000966028232036168
1.00064727125059,0.00230394237627198,-0.000966626021969574
1.13728510834788,0.00224667760932421,-0.00109151858134778
1.2925807673001,0.00217270430150527,-0.00122997238941359
1.46908196346755,0.00207719623365688,-0.00138205822445084
1.66968430134827,0.00195401011784233,-0.00154690121437577
1.89767877864933,0.00179543149388658,-0.00172201098198823
2.1568057770131,0.001592014936536,-0.00190221018081438
2.45131642514756,0.00133275046628909,-0.0020779581455926
2.78604234105856,0.00100608053449341,-0.00223285191569371
2.93852424496167,0.000847831557538653,-0.00228531062559443
3.22301722086825,0.000540880535179598,-0.00234934831680362
3.49628732500066,0.000237543196359232,-0.00236598361119491
3.59591270347015,0.000126416229205608,-0.00236051799295241
3.75977879153359,-5.53590691917992e-05,-0.00233778895929581
4.01499892703909,-0.000331727913233002,-0.00226821093070817
4.263475869408,-0.00058624688326613,-0.00216141489866332
4.50673806258485,-0.000814423569888666,-0.00202214427482493
4.74630967698395,-0.00101262003634756,-0.001855589897458
4.98371770408375,-0.00117807374858663,-0.00166726568109869
5.22050790603013,-0.00130890947922617,-0.00146288765124656
5.45826805631152,-0.00140414169307044,-0.00124825457866837
5.69865796580386,-0.0014636664836324,-0.00102912938810612
5.94344671646918,-0.00148824201468723,-0.000811121272409517
6.19455841745388,-0.00147945647633301,-0.000599568991736189
6.45412876701107,-0.00143968268371824,-0.000399426207632369
6.72457588321224,-0.00137201855168848,-0.000215149937908633
7.00869043306679,-0.00128021271326672,-5.05933746037296e-05
7.30975229450952,-0.00116857447055024,9.10955491210589e-05
7.63168421034073,-0.00104186704211417,0.000207568239049717
7.97925774483433,-0.000905182689940527,0.000297360149406808
8.35837433308597,-0.000763797799769702,0.000359963327810057
8.77645602080267,-0.000623005460768476,0.000395882635369873
9.24299960696362,-0.000487922805096855,0.000406669243706392
9.77037971296032,-0.000363270851784568,0.000394921614099219
10,-0.000317624590348206,0.000384779629515917
10.3750409148626,-0.000253126792233502,0.000364239467595814
11.0793162180078,-0.00016065404198234,0.000319110608872252
11.9142891498919,-8.78259418278661e-05,0.000264705361500731
12.9244665127598,-3.51765652525627e-05,0.00020655241028675
14.1757476435942,-1.63655614227917e-06,0.000150079666572338
14.7107933550341,6.32170959773692e-06,0.000130856313413864
16.7195441344219,1.90075472490102e-05,7.90161181290208e-05
19.0025887330693,1.94652708882667e-05,4.59949331845625e-05
21.5973818218375,1.57789651817952e-05,2.60864007543986e-05
24.5464924863895,1.14954161966078e-05,1.45210665577257e-05
27.8983025977319,7.88118026136946e-06,7.97396727099463e-06
31.7078005448711,5.19949581521705e-06,4.3351863457215e-06
36.0374833512296,3.3426595047228e-06,2.33949010434644e-06
40.9583819745649,2.11035556311313e-06,1.2555352220237e-06
46.5512266110315,1.31511614969911e-06,6.71007278623571e-07
52.9077711208739,8.11766619487608e-07,3.57484432913373e-07
60.1322983037235,4.97535378625091e-07,1.89997226955204e-07
68.3433307184132,3.03327369372962e-07,1.00796234138236e-07
77.6755751143003,1.84186485988384e-07,5.33991752188068e-08
88.2821323736241,1.11501523592321e-07,2.82591670228337e-08
100,6.82434706262999e-08,1.51951248409049e-08
100.33700922028,6.73432705188628e-08,1.4942609557473e-08
114.037972901053,4.06008034316929e-08,7.89620076382854e-09
129.609795672012,2.44445335432125e-08,4.17059181876852e-09
147.307942317744,1.47018710064181e-08,2.20198046180093e-09
167.422761199318,8.83511157266053e-09,1.16225874547593e-09
190.284247587563,5.30616177935618e-09,6.13330449014183e-10
216.267457426884,3.18522265076728e-09,3.23601666346742e-10
245.798660345577,1.91133837794882e-09,1.70713793632398e-10
279.362332856325,1.14659633667207e-09,9.00495076950008e-11
317.509106474398,6.87681008867296e-10,4.74962320508635e-11
360.86480114704,4.12371741837905e-10,2.50501285819616e-11
410.14069219269,2.472481492766e-10,1.32111267236702e-11
1000,7.00530791442827e-12,1.53393933214779e-13
4101.4069219269,2.47629722178532e-14,1.32185153541451e-16
10000,7.00712450702214e-16,1.53408357321751e-18
100000,7.00714267364158e-20,1.53408501562366e-23
410140.692192691,2.47633576940043e-22,1.32185899782012e-26
1000000,7.00714285530785e-24,1.53408503008236e-28
10000000,7.00714285712451e-28,1.53408503064084e-33
100000000,7.00714285714267e-32,1.53408503592117e-38
410140692.19269,2.47633577325558e-34,1.32185897958622e-41
1000000000,7.00714285714286e-36,1.53408496423718e-43
