Czesotl_rad_s,Amplituda,Faza_deg
0.01,2.10513465456395,-1.21244044571948
0.0228296168084496,2.10513254251859,-2.76810452416685
0.0266199865835623,2.10513159201537,-3.22776667286784
0.0310396662219388,2.10513028914845,-3.76379133539958
0.0361931391717641,2.10512849819374,-4.38888351199389
0.0422022361239447,2.10512602688257,-5.11787323262976
0.049209015150878,2.105122599363,-5.96807757584748
0.05737912003069,2.10511781353551,-6.95972823814346
0.0669056961494096,2.10511107181378,-8.11647879127646
0.0780139565549779,2.10510146540999,-9.46601009332588
0.0909665061069048,2.10508757507686,-11.0407586135489
0.1,2.10507593970115,-12.1398785358949
0.106069549587144,2.10506711752183,-12.8788018458874
0.123680130535053,2.10503629881512,-15.0249494623627
0.144214571936126,2.10498859574655,-17.5321117181266
0.168158318306638,2.10491238786,-20.4630536510663
0.196077411846017,2.10478621159018,-23.892705039342
0.228631873958951,2.10456894680858,-27.9113000560632
0.266591308493158,2.1041788847103,-32.6287991198135
0.310853095561184,2.10344771870024,-38.1813528235669
0.362463606057324,2.10201656997645,-44.7410851662419
0.42264293839152,2.09909544061842,-52.5312742417681
0.492813762229051,2.09289815642971,-61.8499277526557
0.574634951116516,2.0793178621235,-73.1043271684969
0.670040799086302,2.04895416655826,-86.8505379207197
0.781286748339779,1.98140600313757,-103.791061816681
0.911002709034623,1.83934740194235,-124.559923832834
1,1.69787234387657,-139.026623589364
1.06225523168286,1.58110988825798,-148.992306574621
1.23862000194637,1.21669135438147,-175.199247180514
1.44426637164321,0.837610032928075,-200.240883370092
1.68405592432033,0.532297298432011,-222.268601980063
1.96365740553226,0.322578981943922,-241.067203658385
2.2896807348354,0.190069750496911,-257.124142802634
2.66983326760879,0.109918934800905,-270.963802440539
3.11310200080931,0.0626811250545301,-282.977075484629
3.62996603009706,0.0353441579540836,-293.438463579283
4.232644280924,0.019747871869269,-302.55063910058
4.93538437007347,0.0109523011154046,-310.476284246111
5.75479942648242,0.00603847733285209,-317.355285137468
6.71026083396,0.00331390867541595,-323.312556462301
7.82435618043777,0.00181217965042865,-328.461080233093
9.123423239902,0.000988271732689083,-332.902935899332
10,0.000687324267611077,-335.257023413607
10.6381726106092,0.000537841581505432,-336.729719564718
12.4044137290655,0.000292252584675418,-340.02293719415
14.4639014231052,0.000158620272139235,-342.854547972792
16.8653230170085,8.60169817680786e-05,-345.287659381296
19.6654493243201,4.66156363094057e-05,-347.377318847065
22.9304767384169,2.52506857409995e-05,-349.171341598655
26.737592148521,1.36729620478415e-05,-350.711127140077
31.1767976765585,7.40184108342299e-06,-352.032432718322
36.3530383725606,4.00621365883593e-06,-353.166085767895
42.3886831683974,2.16804076871669e-06,-354.138627267568
49.4264177408348,1.17315620969655e-06,-354.972884550373
57.6326176726539,6.34762346452824e-07,-355.688476141534
67.201281655056,3.43433073759887e-07,-356.302253428184
78.3586177142354,1.85804041010222e-07,-356.828685004366
91.3683908828207,1.00520584819688e-07,-357.280189830464
100,7.00576826869519e-08,-357.514931073059
