Czesotl_rad_s,Re,Im
0,10,0
1e-20,10,0
1e-19,10,0
1e-18,10,0
1e-17,10,0
1.70484243035058e-17,10,0
1e-16,10,-4.44089209850065e-15
1e-15,10,-2.88657986402542e-14
1e-14,10,-3.15303338993546e-13
1e-13,10,-3.13082892944296e-12
1e-12,10.0000000000001,-3.13149506325773e-11
1.70484243035058e-12,10.0000000000001,-5.33861843621256e-11
1e-11,10,-3.13142844987625e-10
1e-10,10,-3.1314395521065e-09
1e-09,10,-3.13144110641873e-08
1e-08,10,-3.13144130625888e-07
1.70484243035058e-08,10,-5.33861399532045e-07
1e-07,9.99999999999951,-3.13144129071569e-06
1e-06,9.99999999994602,-3.13144129226339e-05
1e-05,9.99999999459709,-0.000313144129142408
1.70484243035058e-05,9.99999998429641,-0.000533861397964083
0.0001,9.99999945970383,-0.00313144122531961
0.001,9.99994597044532,-0.0313143461280065
0.00170484243035058,9.99984296414045,-0.0533858088632446
0.01,9.99459771862097,-0.313077342637526
0.0170484243035058,9.9843021074844,-0.533530526375992
0.0193856805551562,9.97970503236045,-0.606564783098726
0.0220433632983479,9.9737625438298,-0.689559896942355
0.0250654014503355,9.96608143706534,-0.783857129471677
0.0285017463697822,9.95615396249717,-0.890970209963404
0.0324091975042563,9.94332470718287,-1.01260363590293
0.0368523412299918,9.92674806810459,-1.15067098989414
0.041904618402026,9.90533375781009,-1.30731212152431
0.0476495382602806,9.87767716343138,-1.48490735876946
0.0541820587562773,9.84197066498706,-1.68608590301958
0.061610156115947,9.7958912352779,-1.91372408340226
0.0700566095818868,9.73645886146201,-2.17092700485802
0.0796610308351184,9.65985969271907,-2.46098405793097
0.0905821716407243,9.56122760250215,-2.78728442532525
0.1,9.46644675384222,-3.06530311737323
0.103000547860503,9.43437854091026,-3.15317270081416
0.117121423205029,9.2714944575107,-3.56171655819419
0.133178202043637,9.06275901337191,-4.01534763242203
0.151436287352205,8.79595780237188,-4.51532318469985
0.172197467566841,8.45607432473132,-5.06094008076603
0.195804904853947,8.02494350009101,-5.64841563413959
0.222648807247882,7.48107191625588,-6.26933534123557
0.253172878411199,6.79980324754189,-6.90856109513675
0.287881651625697,5.95410257693936,-7.54150155930843
0.327348829238074,4.91636057658305,-8.13067003284819
0.372226765403108,3.66180398569366,-8.62147605567129
0.423257248864922,2.17446463411788,-8.93716879111804
0.481283764005239,0.457643811099341,-8.9727943309494
0.489562877735585,0.214059320530586,-8.94944163716961
0.535111633988142,-1.10391548261208,-8.69341067465928
0.577114144641391,-2.2638821559171,-8.26698115218994
0.616096982025349,-3.26559281244534,-7.71148393320562
0.652538714305966,-4.11247525392633,-7.05989563696427
0.686866333328115,-4.80957214800246,-6.3391534849322
0.719458447665307,-5.36266418449352,-5.57194796390744
0.750651514436892,-5.77800283552318,-4.77797441842646
0.774052496751078,-6.00937034618991,-4.15555299322939
0.780747134838711,-6.06232257227349,-3.97474229753552
0.810019464795653,-6.22295525341111,-3.17805735092809
0.838722365830917,-6.2679569125405,-2.40227506943507
0.867096233688597,-6.20620469580433,-1.66040035266671
0.895374613547254,-6.04744657229384,-0.964087914029648
0.923790812656037,-5.80229904032494,-0.323582274732371
0.952584797016755,-5.48219419630333,0.252375099947298
0.982010736186574,-5.0992803484958,0.756651931260216
1,-4.8458613234566,1.02133028130906
